ONERA HOR07 AIRFOIL

  1.000026  0.004909
  0.989963  0.006222
  0.969835  0.008848
  0.949708  0.011575
  0.919517  0.015665
  0.899390  0.018492
  0.849071  0.025107
  0.798755  0.032125
  0.748437  0.038941
  0.698119  0.045858
  0.647803  0.052977
  0.597484  0.059491
  0.547160  0.065301
  0.496832  0.070204
  0.446497  0.073697
  0.396155  0.076082
  0.345806  0.077158
  0.295448  0.076422
  0.245079  0.073873
  0.224553  0.071566
  0.198403  0.068685
  0.188010  0.066727
  0.177626  0.064768
  0.167242  0.062810
  0.156884  0.061859
  0.146511  0.059900
  0.136122  0.056935
  0.125779  0.054976
  0.115476  0.053007
  0.105200  0.050404
  0.094963  0.047639
  0.084785  0.044712
  0.074678  0.041625
  0.066638  0.039130
  0.056549  0.035851
  0.046460  0.032340
  0.041616  0.030503
  0.035803  0.028218
  0.032220  0.026756
  0.026576  0.024189
  0.021437  0.021708
  0.014225  0.017769
  0.009040  0.014252
  0.003773  0.008671
  0.000000  0.000000
  0.003168 -0.006372
  0.008110 -0.008896
  0.012996 -0.010423
  0.018026 -0.011457
  0.023057 -0.012199
  0.028090 -0.012770
  0.033123 -0.013109
  0.043191 -0.013667
  0.053261 -0.013922
  0.065345 -0.013987
  0.074410 -0.013855
  0.085490 -0.013441
  0.095565 -0.012740
  0.105640 -0.011887
  0.116108 -0.011188
  0.126315 -0.010216
  0.136482 -0.009213
  0.146608 -0.008200
  0.156705 -0.007166
  0.166802 -0.006123
  0.176918 -0.005070
  0.187015 -0.004006
  0.197102 -0.002922
  0.207179 -0.001828
  0.232209  0.000827
  0.257147  0.003211
  0.295072  0.006532
  0.315223  0.008236
  0.335372  0.009639
  0.355519  0.010437
  0.375665  0.011336
  0.395817  0.013242
  0.426034  0.014086
  0.456252  0.014931
  0.496540  0.015722
  0.526757  0.016566
  0.556969  0.016404
  0.597251  0.016188
  0.627461  0.015723
  0.657670  0.014957
  0.697945  0.013431
  0.728151  0.012161
  0.758355  0.010589
  0.798627  0.008459
  0.828831  0.006685
  0.848965  0.005369
  0.869100  0.004052
  0.899303  0.002178
  0.919436  0.000559
  0.939571 -0.000657
  0.959705 -0.002075
  0.979840 -0.003391
  0.989907 -0.004140
  0.994940 -0.004480
  0.999974 -0.004909
