WORTMANN FX 63-137 AIRFOIL
1.000000 0.000000
0.998930 0.000820
0.995720 0.002490
0.990390 0.005010
0.982960 0.008180
0.973470 0.011890
0.961940 0.016010
0.948440 0.020430
0.933010 0.025160
0.915730 0.030180
0.896680 0.035530
0.875920 0.041140
0.853550 0.047110
0.829670 0.053230
0.804380 0.059620
0.777790 0.066050
0.750000 0.072730
0.721140 0.079270
0.691340 0.085900
0.660720 0.092040
0.629410 0.098040
0.597550 0.103310
0.565260 0.108230
0.532700 0.112210
0.500000 0.115780
0.467300 0.118330
0.434740 0.120420
0.402450 0.121370
0.370590 0.121910
0.339280 0.121280
0.308660 0.120240
0.278860 0.117920
0.250000 0.115220
0.222210 0.111220
0.195620 0.107040
0.170330 0.101650
0.146450 0.096220
0.124080 0.089610
0.103320 0.083130
0.084270 0.075550
0.066990 0.068360
0.051560 0.060050
0.038060 0.052480
0.026530 0.044800
0.017040 0.036250
0.009610 0.027400
0.004280 0.017500
0.001070 0.009000
0.000000 0.000000
0.001070 -0.002320
0.004280 -0.005660
0.009610 -0.009950
0.017040 -0.012540
0.026530 -0.015370
0.038060 -0.016980
0.051560 -0.018870
0.066990 -0.019920
0.084270 -0.021220
0.103320 -0.021800
0.124080 -0.022560
0.146450 -0.022630
0.170330 -0.022770
0.195620 -0.022200
0.222210 -0.021610
0.250000 -0.020340
0.278860 -0.018950
0.308660 -0.016880
0.339280 -0.014600
0.370590 -0.011670
0.402450 -0.008480
0.434740 -0.004860
0.467300 -0.001030
0.500000 0.003070
0.532700 0.007160
0.565260 0.011120
0.597550 0.014750
0.629410 0.018130
0.660720 0.020980
0.691340 0.023450
0.721140 0.025300
0.750000 0.026680
0.777790 0.027450
0.804380 0.027680
0.829670 0.027290
0.853550 0.026310
0.875920 0.024790
0.896680 0.022840
0.915730 0.020520
0.933010 0.017940
0.948440 0.015140
0.961940 0.012190
0.973470 0.009210
0.982960 0.006300
0.990390 0.003730
0.995720 0.001690
0.998930 0.000400
1.000000 0.000000
